,Set_ID,Name,Year,Theme,Theme_Group,Subtheme,Category,Packaging,Num_Instructions,Availability,Pieces,Minifigures,Owned,Rating,USD_MSRP,Total_Quantity,Current_Price,lastUpdated,US_retailPrice,ownedBy,wantedBy
127,10305-1,Lion Knights' Castle,2022.0,Icons,Model making,Castle System,Normal,Box,14.0,LEGO exclusive,4514.0,22.0,6083.0,4.8,399.99,7.0,329.99,2022-06-19T08:27:18.71Z,399.99,6174.0,5223.0
128,10306-1,Atari 2600,2022.0,Icons,Model making,Licensed,Normal,Box,7.0,LEGO exclusive,2532.0,1.0,2120.0,0.0,239.99,5.0,199.0,2022-07-19T20:40:16.7Z,239.99,2165.0,1700.0
129,10307-1,Eiffel Tower,2022.0,Icons,Model making,Landmarks,Normal,Box,21.0,LEGO exclusive,10001.0,,1825.0,4.2,629.99,1.0,624.99,2023-02-05T11:07:32.167Z,629.99,1860.0,1691.0
130,10308-1,Holiday Main Street,2022.0,Icons,Model making,Winter Village Collection,Normal,Box,28.0,LEGO exclusive,1514.0,6.0,6474.0,4.1,99.99,13.0,78.82,2022-10-05T01:58:50.69Z,99.99,6585.0,1938.0
131,10309-1,Succulents,2022.0,Icons,Model making,Botanical Collection,Normal,Box,21.0,Retail,771.0,,7180.0,4.3,49.99,3.0,57.0,2022-08-03T20:00:25.93Z,49.99,7369.0,2233.0
132,10311-1,Orchid,2022.0,Icons,Model making,Botanical Collection,Normal,Box,7.0,Retail,608.0,,8878.0,4.5,49.99,3.0,53.0,2022-05-05T02:31:36.05Z,49.99,9103.0,1895.0
133,10312-1,Jazz Club,2023.0,Icons,Model making,Modular Buildings Collection,Normal,Box,9.0,LEGO exclusive,2899.0,8.0,4588.0,4.4,229.99,2.0,207.0,2023-02-05T11:25:48.77Z,229.99,4798.0,3884.0
134,10313-1,Wildflower Bouquet,2023.0,Icons,Model making,Botanical Collection,Normal,Box,7.0,Retail,939.0,,3502.0,4.3,59.99,2.0,47.95,2023-02-21T21:24:23.55Z,59.99,3849.0,1958.0
135,10314-1,Dried Flower Centrepiece,2023.0,Icons,Model making,Botanical Collection,Normal,Box,14.0,Retail,812.0,,2349.0,0.0,49.99,2.0,43.98,2023-03-06T06:25:26.463Z,49.99,2547.0,1819.0
136,10316-1,The Lord of the Rings: Rivendell,2023.0,Icons,Model making,Licensed,Normal,Box,20.0,LEGO exclusive,6167.0,21.0,2104.0,4.7,499.99,3.0,420.39,2023-03-06T15:44:46.973Z,499.99,2276.0,4252.0
139,10401-1,Rainbow Fun,2018.0,Classic,Basic,Building Bigger Thinking,Normal,Box,2.0,Retail,85.0,,3428.0,3.7,4.99,2.0,7.6,2017-12-30T12:47:49.263Z,4.99,3431.0,286.0
140,10402-1,Fun Future,2018.0,Classic,Basic,Building Bigger Thinking,Normal,Box,2.0,Retail,186.0,1.0,2730.0,3.9,9.99,2.0,10.0,2018-01-02T11:56:48.353Z,9.99,2735.0,343.0
145,10497-1,Galaxy Explorer,2022.0,Icons,Model making,Space System,Normal,Box,9.0,Retail,1254.0,5.0,9432.0,4.8,99.99,47.0,79.95,2023-01-28T11:31:57.213Z,99.99,9590.0,2687.0
152,10506-1,Train Accessory Set,2013.0,Duplo,Pre-school,Trains,Normal,Box,1.0,Retail,24.0,,1724.0,3.9,19.99,2.0,40.0884,2013-05-25T16:35:34.037Z,19.99,1724.0,188.0
158,10512-1,Jake's Treasure Hunt,2013.0,Duplo,Pre-school,Jake and the Never Land Pirates,Normal,Box,0.0,Retail,22.0,1.0,530.0,0.0,14.99,3.0,53.6025,2013-04-15T04:35:59.777Z,14.99,531.0,90.0
159,10513-1,Never Land Hideout,2013.0,Duplo,Pre-school,Jake and the Never Land Pirates,Normal,Box,2.0,Retail,37.0,2.0,583.0,0.0,24.99,1.0,39.5676,2013-04-15T04:36:25.737Z,24.99,583.0,105.0
168,10522-1,Farm Animals,2014.0,Duplo,Pre-school,,Normal,Box,0.0,Retail,12.0,,851.0,0.0,9.99,1.0,18.22,2013-12-30T15:34:56.34Z,9.99,851.0,89.0
179,10542-1,Sleeping Beauty's Fairy Tale,2014.0,Duplo,Pre-school,Disney Princess,Normal,Box,2.0,Retail,55.0,2.0,296.0,0.0,34.99,1.0,55.55,2013-12-30T15:40:39.953Z,34.99,296.0,140.0
191,10559-1,A Fairy Tale,2013.0,Duplo,Pre-school,,Normal,Blister pack,0.0,Retail,15.0,,221.0,0.0,12.99,1.0,15.0,2013-05-16T04:43:20.02Z,12.99,221.0,46.0
196,10567-1,Toddler Build and Boat Fun,2014.0,Duplo,Pre-school,,Normal,Box,2.0,Retail,18.0,,599.0,0.0,19.99,1.0,14.99,2014-01-03T22:21:41.517Z,19.99,599.0,80.0
200,10571-1,All-in-One-Pink-Box-of-Fun,2014.0,Duplo,Pre-school,,Normal,Tub,2.0,Retail,65.0,1.0,316.0,0.0,29.99,2.0,36.0,2013-12-26T04:18:48.253Z,29.99,316.0,45.0
218,10591-1,Fire Boat,2015.0,Duplo,Pre-school,Fire,Normal,Box,0.0,Retail,19.0,1.0,411.0,0.0,14.99,1.0,25.0,2015-06-10T08:06:21.927Z,14.99,411.0,71.0
219,10592-1,Fire Truck,2015.0,Duplo,Pre-school,Fire,Normal,Box,2.0,Retail,26.0,1.0,854.0,4.0,24.99,1.0,28.5,2015-06-10T08:05:55.213Z,24.99,856.0,98.0
224,10597-1,Birthday Parade,2015.0,Duplo,Pre-school,Mickey Mouse Clubhouse,Normal,Box,0.0,Retail,24.0,2.0,1042.0,4.1,24.99,2.0,16.8,2021-12-16T19:00:40.423Z,24.99,1043.0,105.0
245,10665-1,Spider-Man: Spider-Car Pursuit,2014.0,Juniors,Junior,Marvel Super Heroes,Normal,Box,2.0,Retail,55.0,2.0,3414.0,3.2,12.99,1.0,25.0,2016-05-17T18:16:36.197Z,12.99,3414.0,665.0
249,10669-1,Turtle Lair,2014.0,Juniors,Junior,Teenage Mutant Ninja Turtles,Normal,Box,2.0,Retail,107.0,2.0,1025.0,0.0,19.99,1.0,40.0,2015-11-12T00:15:17.093Z,19.99,1025.0,380.0
251,10672-1,Batman: Defend the Batcave,2014.0,Juniors,Junior,DC Comics Super Heroes,Normal,Box,2.0,Retail,150.0,3.0,3062.0,3.6,29.99,1.0,57.0,2016-05-17T18:15:53.657Z,29.99,3066.0,661.0
256,10677-1,Beach Trip,2015.0,Juniors,Junior,Girl,Normal,Box,2.0,Retail,74.0,1.0,1025.0,3.3,9.99,2.0,26.5125,2020-01-04T19:27:40.627Z,9.99,1027.0,316.0
263,10686-1,Family House,2015.0,Juniors,Junior,Girl,Normal,Box,2.0,Retail,226.0,3.0,850.0,3.6,29.99,1.0,44.99,2015-11-12T00:15:56.337Z,29.99,852.0,315.0
265,10692-1,Creative Bricks,2015.0,Classic,Basic,Creative Building,Normal,Plastic box,5.0,Retail,221.0,,4094.0,3.6,16.99,1.0,14.0,2023-01-27T08:58:11.117Z,16.99,4107.0,322.0
266,10693-1,Creative Supplement,2015.0,Classic,Basic,Creative Building,Normal,Box,4.0,Retail,303.0,,3289.0,3.7,19.99,2.0,22.49,2023-01-27T08:57:58.747Z,19.99,3294.0,313.0
267,10694-1,Creative Supplement Bright,2015.0,Classic,Basic,Creative Building,Normal,Box,3.0,Retail,303.0,,1727.0,3.6,19.99,2.0,10.0,2023-01-27T09:17:46.373Z,19.99,1727.0,339.0
268,10696-1,Medium Creative Brick Box,2015.0,Classic,Basic,Creative Box,Normal,Tub,7.0,Retail,484.0,,5821.0,3.7,34.99,1.0,24.98,2023-01-27T09:15:46.02Z,34.99,5850.0,399.0
269,10698-1,Large Creative Brick Box,2015.0,Classic,Basic,Creative Box,Normal,Tub,11.0,Retail,790.0,,4946.0,3.9,59.99,1.0,49.99,2023-01-27T09:15:52.54Z,59.99,4964.0,447.0
270,10699-1,32x32 Sand Baseplate,2015.0,Classic,Basic,Baseplates,Normal,Shrink-wrapped,0.0,Retail,1.0,,5052.0,3.9,7.99,27.0,20.0,2023-01-27T09:26:05.243Z,7.99,5055.0,887.0
271,10700-1,32x32 Green Baseplate,2015.0,Classic,Basic,Baseplates,Normal,Shrink-wrapped,0.0,Retail,1.0,,8003.0,3.8,7.99,38.0,5.58,2023-01-27T09:26:47.617Z,7.99,8014.0,701.0
272,10701-1,48x48 Grey Baseplate,2015.0,Classic,Basic,Baseplates,Normal,Shrink-wrapped,0.0,Retail,1.0,,7314.0,4.2,14.99,27.0,7.0,2023-01-27T09:26:21.317Z,14.99,7323.0,774.0
273,10702-1,Creative Building Set,2016.0,Classic,Basic,Creative Building,Normal,Box,6.0,Retail,583.0,,1656.0,3.7,29.99,2.0,24.95,2023-01-27T08:57:42.413Z,29.99,1657.0,361.0
275,10706-1,Blue Creative Box,2017.0,Classic,Basic,Creative Box,Normal,Box,1.0,Retail,78.0,,4829.0,3.8,4.99,4.0,4.05,2023-01-27T08:59:36.603Z,4.99,4835.0,226.0
276,10707-1,Red Creative Box,2017.0,Classic,Basic,Creative Box,Normal,Box,1.0,Retail,55.0,,3712.0,3.6,4.99,1.0,6.0,2023-01-27T08:59:49.497Z,4.99,3717.0,216.0
277,10708-1,Green Creative Box,2017.0,Classic,Basic,Creative Box,Normal,Box,1.0,Retail,66.0,,4236.0,3.5,4.99,1.0,10.0,2023-01-27T09:00:54.533Z,4.99,4243.0,222.0
278,10709-1,Orange Creative Box,2017.0,Classic,Basic,Creative Box,Normal,Box,1.0,Retail,60.0,,3807.0,4.0,4.99,1.0,8.0,2023-01-27T09:01:06.61Z,4.99,3811.0,227.0
279,10712-1,Bricks and Gears,2018.0,Classic,Basic,Bricks,Normal,Box,7.0,Retail,244.0,,1876.0,4.0,19.99,2.0,25.0,2023-01-27T09:11:39.42Z,19.99,1877.0,266.0
281,10714-1,Blue Baseplate,2018.0,Classic,Basic,Baseplates,Normal,Shrink-wrapped,0.0,Retail,1.0,,4823.0,4.1,7.99,31.0,7.75,2023-01-27T09:27:14.623Z,7.99,4834.0,528.0
282,10717-1,Bricks Bricks Bricks,2018.0,Classic,Basic,Bricks,Normal,Box,8.0,Retail,1500.0,,2702.0,4.3,59.99,3.0,63.99,2023-01-27T09:12:13.66Z,59.99,2713.0,371.0
284,10721-1,Iron Man vs. Loki,2016.0,Juniors,Junior,Marvel Super Heroes,Normal,Box,2.0,Retail,66.0,2.0,2713.0,3.5,12.99,1.0,52.5,2016-05-17T18:17:31.63Z,12.99,2721.0,689.0
287,10724-1,Batman & Superman vs. Lex Luthor,2016.0,Juniors,Junior,DC Comics Super Heroes,Normal,Box,2.0,Retail,164.0,3.0,2316.0,3.7,19.99,2.0,40.491,2016-05-20T23:31:22.027Z,19.99,2323.0,558.0
291,10728-1,Mia's Vet Clinic,2016.0,Juniors,Junior,Friends,Normal,Box,2.0,Retail,173.0,2.0,614.0,0.0,29.99,2.0,32.0,2016-05-20T23:32:44.187Z,29.99,616.0,232.0
295,10732-1,Guido and Luigi's Pit Stop,2017.0,Juniors,Junior,Cars 3,Normal,Box,2.0,Retail,75.0,2.0,1744.0,3.3,9.99,6.0,19.99,2017-05-02T00:57:56.3Z,9.99,1748.0,290.0
296,10733-1,Mater's Junkyard,2017.0,Juniors,Junior,Cars 3,Normal,Box,2.0,Retail,62.0,1.0,2144.0,3.5,9.99,3.0,36.0,2017-05-02T00:57:04.8Z,9.99,2144.0,307.0
297,10734-1,Demolition Site,2017.0,Juniors,Junior,City,Normal,Box,2.0,Retail,175.0,3.0,830.0,3.7,29.99,6.0,47.16,2016-11-10T15:31:11.25Z,29.99,834.0,367.0
299,10736-1,Anna and Elsa's Frozen Playground,2017.0,Juniors,Junior,Disney Princess,Normal,Box,2.0,Retail,94.0,2.0,1321.0,3.5,24.99,1.0,41.0607,2016-12-15T16:24:06.713Z,24.99,1323.0,351.0
300,10737-1,Batman vs. Mr. Freeze,2017.0,Juniors,Junior,DC Comics Super Heroes,Normal,Box,2.0,Retail,63.0,2.0,2396.0,3.4,14.99,4.0,16.99,2016-12-15T16:24:08.297Z,14.99,2400.0,512.0
301,10738-1,Snow White's Forest Cottage,2017.0,Juniors,Junior,Disney Princess,Normal,Box,2.0,Retail,67.0,1.0,1408.0,3.6,14.99,2.0,28.0,2017-09-19T20:45:48.347Z,14.99,1410.0,314.0
304,10742-1,Willy's Butte Speed Training,2017.0,Juniors,Junior,Cars 3,Normal,Box,2.0,Retail,95.0,2.0,1418.0,3.5,19.99,1.0,32.95,2017-05-02T01:01:08.243Z,19.99,1417.0,304.0
305,10743-1,Smokey's Garage,2017.0,Juniors,Junior,Cars 3,Normal,Box,2.0,Retail,116.0,3.0,1631.0,3.6,19.99,1.0,51.1352,2017-05-02T01:01:31.417Z,19.99,1630.0,296.0
306,10744-1,Thunder Hollow Crazy 8 Race,2017.0,Juniors,Junior,Cars 3,Normal,Box,2.0,Retail,191.0,4.0,1202.0,3.7,34.99,3.0,53.0,2017-05-02T01:02:15.257Z,34.99,1202.0,308.0
307,10745-1,Florida 500 Final Race,2017.0,Juniors,Junior,Cars 3,Normal,Box,4.0,Retail,266.0,5.0,1172.0,3.9,49.99,2.0,80.0,2017-06-30T23:31:42.443Z,49.99,1175.0,353.0
308,10746-1,Mia's Farm Suitcase,2017.0,Juniors,Junior,Friends,Normal,Other,2.0,Retail,100.0,1.0,535.0,0.0,19.99,1.0,12.0,2016-11-15T19:50:16.08Z,19.99,535.0,173.0
312,10750-1,Road Repair Truck,2018.0,Juniors,Junior,City,Normal,Box,2.0,Retail,73.0,1.0,1609.0,3.8,9.99,1.0,13.64,2019-11-09T22:47:53.243Z,9.99,1612.0,354.0
314,10753-1,The Joker Batcave Attack,2018.0,Juniors,Junior,DC Comics Super Heroes,Normal,Box,2.0,Retail,151.0,3.0,1062.0,3.3,24.99,9.0,18.0,2018-01-02T12:01:31.367Z,24.99,1064.0,363.0
315,10754-1,Spider-Man vs. Scorpion Street Showdown,2018.0,Juniors,Junior,Marvel Super Heroes,Normal,Box,2.0,Retail,125.0,2.0,1025.0,3.5,19.99,2.0,40.0,2018-01-02T12:03:19.3Z,19.99,1029.0,372.0
317,10756-1,Pteranodon Escape,2018.0,Juniors,Junior,Jurassic World: Fallen Kingdom,Normal,Box,2.0,Retail,84.0,2.0,1662.0,3.4,19.99,2.0,20.0,2018-06-05T13:35:15.86Z,19.99,1666.0,442.0
318,10757-1,Raptor Rescue Truck,2018.0,Juniors,Junior,Jurassic World: Fallen Kingdom,Normal,Box,2.0,Retail,85.0,2.0,2083.0,3.4,24.99,3.0,23.6961,2018-06-05T13:34:35.29Z,24.99,2086.0,505.0
319,10758-1,T. Rex Breakout,2018.0,Juniors,Junior,Jurassic World: Fallen Kingdom,Normal,Box,2.0,Retail,150.0,3.0,2246.0,3.5,49.99,4.0,59.99,2018-03-18T19:27:59.597Z,49.99,2255.0,654.0
320,10759-1,Elastigirl's Rooftop Pursuit,2018.0,Juniors,Junior,Incredibles 2,Normal,Box,2.0,Retail,95.0,2.0,1519.0,3.7,19.99,1.0,28.88,2023-03-03T10:52:15.82Z,19.99,1522.0,498.0
321,10760-1,Underminer Bank Heist,2018.0,Juniors,Junior,Incredibles 2,Normal,Box,2.0,Retail,149.0,3.0,1755.0,3.7,24.99,2.0,50.0,2023-03-03T10:52:27.367Z,24.99,1757.0,544.0
322,10761-1,The Great Home Escape,2018.0,Juniors,Junior,Incredibles 2,Normal,Box,2.0,Retail,178.0,4.0,1786.0,3.7,29.99,3.0,73.0,2023-03-03T10:53:06.83Z,29.99,1788.0,602.0
323,10762-1,Belle's Story Time,2018.0,Juniors,Junior,Disney Princess,Normal,Box,2.0,Retail,87.0,4.0,833.0,3.4,14.99,3.0,17.0,2018-11-02T21:26:29.337Z,14.99,834.0,269.0
324,10763-1,Stephanie's Lakeside House,2018.0,Juniors,Junior,Friends,Normal,Box,4.0,Retail,215.0,3.0,281.0,0.0,34.99,2.0,21.348,2018-11-02T21:27:00.467Z,34.99,282.0,176.0
326,10765-1,Ariel's Underwater Concert,2018.0,Juniors,Junior,Disney Princess,Normal,Box,2.0,{Not specified},92.0,1.0,688.0,0.0,14.99,3.0,19.99,2018-11-02T21:27:39.3Z,14.99,691.0,226.0
327,10766-1,Woody & RC,2019.0,Disney,Licensed,Toy Story 4,Normal,Box,2.0,Retail,69.0,1.0,4402.0,3.7,9.99,29.0,14.95,2023-03-02T11:52:45.127Z,9.99,4413.0,584.0
328,10767-1,Duke Caboom's Stunt Show,2019.0,Disney,Licensed,Toy Story 4,Normal,Box,2.0,Retail,120.0,2.0,2437.0,3.6,19.99,5.0,14.5849,2023-03-02T11:52:58.553Z,19.99,2440.0,521.0
329,10768-1,Buzz and Bo Peep's Playground Adventure,2019.0,Disney,Licensed,Toy Story 4,Normal,Box,2.0,Retail,139.0,3.0,2031.0,3.6,24.99,6.0,22.4108,2023-03-02T11:53:32.673Z,24.99,2036.0,490.0
330,10769-1,RV Vacation,2019.0,Disney,Licensed,Toy Story 4,Normal,Box,2.0,Retail,178.0,3.0,2579.0,3.6,34.99,4.0,29.212,2023-03-02T11:53:42.86Z,34.99,2580.0,670.0
331,10770-1,Buzz & Woody's Carnival Mania!,2019.0,Disney,Licensed,Toy Story 4,Normal,Box,2.0,Retail,230.0,5.0,2471.0,3.6,49.99,12.0,30.0,2023-03-02T11:53:51.313Z,49.99,2475.0,636.0
332,10771-1,Carnival Thrill Coaster,2019.0,Disney,Licensed,Toy Story 4,Normal,Box,2.0,Retail,98.0,2.0,2792.0,3.3,19.99,7.0,25.0,2023-03-02T11:52:21.27Z,19.99,2794.0,532.0
333,10772-1,Mickey Mouse's Propeller Plane,2021.0,Disney,Licensed,Mickey and Friends,Normal,Box,2.0,Retail,59.0,1.0,2501.0,4.0,9.99,9.0,10.9,2021-07-12T01:06:22.34Z,9.99,2521.0,521.0
334,10773-1,Minnie Mouse's Ice Cream Shop,2021.0,Disney,Licensed,Mickey and Friends,Normal,Box,4.0,Retail,100.0,2.0,1329.0,0.0,19.99,1.0,21.0,2021-07-12T01:07:43.737Z,19.99,1337.0,439.0
335,10774-1,Mickey Mouse & Minnie Mouse's Space Rocket,2021.0,Disney,Licensed,Mickey and Friends,Normal,Box,4.0,Retail,88.0,2.0,1780.0,3.3,19.99,1.0,19.99,2021-07-12T01:08:46.52Z,19.99,1788.0,569.0
336,10775-1,Mickey Mouse & Donald Duck's Farm,2021.0,Disney,Licensed,Mickey and Friends,Normal,Box,6.0,Retail,118.0,2.0,1701.0,4.2,29.99,1.0,17.71,2021-07-12T01:10:06.73Z,29.99,1713.0,644.0
337,10776-1,Mickey & Friends Fire Truck & Station,2021.0,Disney,Licensed,Mickey and Friends,Normal,Box,6.0,Retail,144.0,3.0,1546.0,3.5,39.99,1.0,33.163,2021-07-12T05:22:34.52Z,39.99,1555.0,608.0
339,10778-1,"Mickey, Minnie and Goofy's Fairground Fun",2022.0,Disney,Licensed,Mickey and Friends,Normal,Box,6.0,Retail,184.0,3.0,784.0,0.0,34.99,6.0,42.2604,2022-06-16T21:15:48.867Z,34.99,796.0,486.0
343,10783-1,Spider-Man at Doc Ock's Lab,2022.0,Marvel Super Heroes,Licensed,Spidey and His Amazing Friends,Normal,Box,6.0,Retail,131.0,3.0,875.0,0.0,29.99,3.0,26.991,2022-01-01T01:11:34.75Z,29.99,889.0,422.0
344,10784-1,Spider-Man Webquarters Hangout,2022.0,Marvel Super Heroes,Licensed,Spidey and His Amazing Friends,Normal,Box,6.0,Retail,155.0,5.0,890.0,0.0,49.99,3.0,44.99,2021-12-31T17:42:20.323Z,49.99,902.0,484.0
359,10808-1,Little Plane,2016.0,Duplo,Pre-school,,Normal,Box,0.0,Retail,13.0,1.0,678.0,3.7,9.99,1.0,20.9,2015-12-30T18:18:28.29Z,9.99,678.0,66.0
363,10812-1,Truck & Tracked Excavator,2016.0,Duplo,Pre-school,Construction,Normal,Box,2.0,Retail,28.0,2.0,1455.0,4.0,19.99,2.0,25.0665,2016-05-20T23:30:37.993Z,19.99,1457.0,86.0
374,10824-1,Miles' Space Adventures,2016.0,Duplo,Pre-school,Miles from Tomorrowland,Normal,Box,0.0,Retail,23.0,1.0,239.0,0.0,19.99,2.0,20.8165,2016-01-18T00:05:25.89Z,19.99,238.0,66.0
377,10827-1,Mickey & Friends Beach House,2016.0,Duplo,Pre-school,Mickey Mouse Clubhouse,Normal,Box,2.0,Retail,48.0,3.0,505.0,0.0,34.99,1.0,63.75,2016-05-20T23:29:26.473Z,34.99,508.0,155.0
385,10835-1,Family House,2017.0,Duplo,Pre-school,,Normal,{Not specified},2.0,{Not specified},69.0,3.0,546.0,0.0,39.99,1.0,79.0,2016-09-13T15:58:14.407Z,39.99,547.0,132.0
387,10837-1,Santa's Winter Holiday,2017.0,Duplo,Pre-school,,Normal,Box,2.0,Retail,45.0,3.0,698.0,0.0,29.99,2.0,47.3489,2018-11-02T22:15:36.313Z,29.99,699.0,181.0
389,10839-1,Shooting Gallery,2017.0,Duplo,Pre-school,,Normal,Box,2.0,Retail,32.0,2.0,269.0,0.0,24.99,1.0,22.455,2018-11-02T22:15:59.847Z,24.99,269.0,86.0
392,10842-1,Batcave Challenge,2017.0,Duplo,Pre-school,Batman,Normal,{Not specified},2.0,{Not specified},73.0,4.0,281.0,0.0,49.99,1.0,133.0,2016-11-06T21:51:45.617Z,49.99,283.0,163.0
397,10847-1,My First Number Train,2017.0,Duplo,Pre-school,,Normal,{Not specified},2.0,{Not specified},23.0,2.0,1665.0,3.7,19.99,4.0,19.755,2016-11-06T21:51:01.847Z,19.99,1667.0,59.0
398,10849-1,My First Plane,2017.0,Duplo,Pre-school,,Normal,{Not specified},0.0,{Not specified},10.0,,566.0,0.0,4.99,2.0,5.0,2016-11-06T21:50:44.403Z,4.99,566.0,41.0
399,10850-1,My First Birthday Cake,2017.0,Duplo,Pre-school,,Normal,{Not specified},0.0,{Not specified},8.0,,497.0,0.0,4.99,5.0,5.841,2016-09-13T16:00:18.327Z,4.99,497.0,48.0
400,10851-1,My First Bus,2017.0,Duplo,Pre-school,,Normal,{Not specified},0.0,{Not specified},6.0,,780.0,3.8,4.99,1.0,4.5,2016-09-13T16:00:33.343Z,4.99,783.0,37.0
401,10852-1,My First Parrot,2017.0,Duplo,Pre-school,,Normal,{Not specified},2.0,{Not specified},7.0,,411.0,0.0,4.99,6.0,5.0,2016-09-13T16:00:50.27Z,4.99,410.0,41.0
403,10856-1,Mater's Shed,2017.0,Duplo,Pre-school,Cars 3,Normal,Box,0.0,Retail,23.0,1.0,406.0,0.0,19.99,1.0,40.0,2018-11-02T22:18:47.38Z,19.99,407.0,89.0
407,10860-1,My First Race Car,2018.0,Duplo,Pre-school,,Normal,Box,2.0,Retail,6.0,,544.0,3.5,4.99,1.0,4.0,2017-12-29T19:48:52.533Z,4.99,546.0,31.0
417,10871-1,Airport,2018.0,Duplo,Pre-school,,Normal,Box,2.0,{Not specified},29.0,3.0,909.0,4.2,24.99,1.0,23.99,2018-01-02T12:13:47.077Z,24.99,912.0,85.0
419,10873-1,Minnie's Birthday Party,2018.0,Duplo,Pre-school,Minnie,Normal,Box,2.0,Retail,21.0,1.0,506.0,0.0,19.99,7.0,23.99,2021-05-16T23:17:55.21Z,19.99,508.0,54.0
420,10874-1,Steam Train,2018.0,Duplo,Pre-school,Trains,Normal,Box,2.0,Retail,59.0,2.0,1473.0,4.0,64.99,4.0,71.98,2018-11-02T21:30:18.603Z,64.99,1478.0,160.0
422,10876-1,Spider-Man & Hulk Adventures,2018.0,Duplo,Pre-school,Marvel Super Hero Adventures,Normal,Box,2.0,Retail,38.0,3.0,347.0,0.0,29.99,2.0,44.991,2021-05-16T22:59:31.813Z,29.99,347.0,108.0
423,10877-1,Belle's Tea Party,2018.0,Duplo,Pre-school,Disney Princess,Normal,Box,2.0,{Not specified},19.0,4.0,468.0,0.0,19.99,1.0,27.0,2018-01-02T12:12:59.753Z,19.99,468.0,102.0
425,10879-1,Gentle Giants Petting Zoo,2018.0,Duplo,Pre-school,Jurassic World,Normal,Box,2.0,Retail,24.0,1.0,789.0,3.8,19.99,1.0,27.95,2022-06-26T19:52:10.557Z,19.99,788.0,173.0
426,10880-1,T. rex Tower,2018.0,Duplo,Pre-school,Jurassic World,Normal,Box,2.0,Retail,22.0,1.0,625.0,0.0,29.99,1.0,44.95,2022-06-26T19:51:55.407Z,29.99,625.0,163.0
427,10881-1,Mickey's Boat,2018.0,Duplo,Pre-school,Mickey and the Roadster Racers,Normal,Box,2.0,Retail,28.0,2.0,389.0,0.0,29.99,2.0,35.0,2021-05-16T23:19:44.28Z,29.99,389.0,109.0
433,10887-1,Creative Fun,2019.0,Duplo,Pre-school,,Normal,Box,2.0,Retail,120.0,1.0,238.0,0.0,39.99,4.0,37.3762,2019-01-05T20:10:26.03Z,39.99,239.0,39.0
434,10889-1,Mickey's Vacation House,2019.0,Duplo,Pre-school,Mickey,Normal,Box,2.0,Retail,57.0,3.0,363.0,0.0,49.99,1.0,65.655,2021-05-16T23:12:26.947Z,49.99,363.0,122.0
436,10894-1,Toy Story Train,2019.0,Duplo,Pre-school,Toy Story,Normal,Box,2.0,Retail,21.0,2.0,802.0,4.2,19.99,4.0,22.5,2021-05-16T23:13:13.583Z,19.99,802.0,140.0
437,10895-1,Emmet and Lucy's Visitors from the DUPLO Planet,2019.0,Duplo,Pre-school,The LEGO Movie 2,Normal,Box,2.0,Retail,53.0,2.0,731.0,4.2,29.99,1.0,24.0,2021-05-16T23:13:43.303Z,29.99,734.0,161.0
438,10897-1,My First Minnie Build,2019.0,Duplo,Pre-school,Minnie,Normal,Box,2.0,Retail,10.0,,460.0,0.0,9.99,1.0,9.99,2021-05-16T23:14:59.327Z,9.99,460.0,42.0
439,10898-1,My First Mickey Build,2019.0,Duplo,Pre-school,Mickey,Normal,Box,2.0,Retail,9.0,,493.0,0.0,9.99,2.0,5.0,2021-05-16T23:16:03.22Z,9.99,493.0,52.0
440,10899-1,Frozen Ice Castle,2019.0,Duplo,Pre-school,Disney Princess,Normal,Box,2.0,Retail,59.0,3.0,547.0,4.2,49.99,1.0,49.0,2023-01-09T10:10:35.993Z,49.99,550.0,108.0
453,10915-1,Alphabet Truck,2020.0,Duplo,Pre-school,,Normal,Box,0.0,Retail,36.0,2.0,693.0,0.0,24.99,1.0,22.41,2019-12-31T17:20:24.557Z,24.99,696.0,90.0
454,10917-1,Fire Truck,2020.0,Duplo,Pre-school,,Normal,Box with backing card,2.0,Retail,6.0,,365.0,0.0,6.99,1.0,4.0,2020-01-15T21:58:18.39Z,6.99,366.0,46.0
456,10919-1,Batcave,2020.0,Duplo,Pre-school,,Normal,Box,2.0,Retail,33.0,3.0,321.0,0.0,29.99,4.0,34.99,2020-05-31T21:10:31.62Z,29.99,323.0,100.0
458,10921-1,Super Heroes Lab,2020.0,Duplo,Pre-school,Marvel Super Hero Adventures,Normal,Box,2.0,Retail,30.0,3.0,437.0,0.0,29.99,1.0,39.95,2019-12-31T17:20:40.367Z,29.99,439.0,145.0
459,10922-1,Ariel's Undersea Castle,2020.0,Duplo,Pre-school,Disney Princess,Normal,Box,2.0,Retail,35.0,1.0,199.0,0.0,29.99,2.0,40.0,2021-05-16T23:10:11.857Z,29.99,199.0,77.0
461,10925-1,Playroom,2020.0,Duplo,Pre-school,,Normal,Box,2.0,Retail,17.0,2.0,335.0,0.0,14.99,1.0,12.98,2019-12-31T17:20:40.117Z,14.99,336.0,61.0
463,10927-1,Pizza Stand,2020.0,Duplo,Pre-school,,Normal,Box,2.0,Retail,18.0,1.0,618.0,3.8,9.99,4.0,12.99,2019-12-31T17:20:46.9Z,9.99,620.0,92.0
