,Set_ID,Name,Year,Theme,Theme_Group,Subtheme,Category,Packaging,Num_Instructions,Availability,Pieces,Minifigures,Owned,Rating,USD_MSRP,Total_Quantity,Current_Price,lastUpdated,US_retailPrice,ownedBy,wantedBy
4913,8146-1,Nitro Muscle,2007.0,Racers,Racing,Power Racers,Normal,Box,2.0,Retail,598.0,,542.0,0.0,49.99,1.0,75.0,2012-10-10T05:27:50.623Z,49.99,545.0,394.0
4914,8147-1,Bullet Run,2007.0,Racers,Racing,Tiny Turbos,Normal,Box,2.0,Retail,796.0,,700.0,4.6,49.99,2.0,130.0,2012-10-10T05:28:20.98Z,49.99,700.0,470.0
4915,8148-1,EZ-Roadster,2008.0,Racers,Racing,Tiny Turbos,Normal,Canister,1.0,Retail,45.0,,1681.0,3.4,4.99,1.0,10.95,,,,
4916,8149-1,Midnight Streak,2008.0,Racers,Racing,Tiny Turbos,Normal,Canister,1.0,Retail,43.0,,1695.0,3.8,4.99,2.0,14.95,2012-10-10T05:29:11.503Z,4.99,1699.0,329.0
4917,8150-1,ZX Turbo,2008.0,Racers,Racing,Tiny Turbos,Normal,Canister,1.0,Retail,55.0,,1754.0,3.9,4.99,1.0,21.4467,2012-10-10T05:29:27.177Z,4.99,1757.0,328.0
4918,8152-1,Speed Chasing,2008.0,Racers,Racing,Tiny Turbos,Normal,Box,1.0,Retail,142.0,,1235.0,3.5,12.99,1.0,39.0,2012-10-10T05:30:08.137Z,12.99,1237.0,305.0
4919,8153-1,Ferrari F1 Truck,2008.0,Racers,Racing,Tiny Turbos,Normal,Box,1.0,Retail,270.0,,919.0,3.8,19.99,2.0,44.3726,2012-10-10T05:30:20.483Z,19.99,921.0,561.0
4923,8157-1,Ferrari F1 1:9,2008.0,Racers,Racing,Ferrari,Normal,Box,2.0,Retail,997.0,,1069.0,4.3,89.99,2.0,500.0,2012-10-09T05:18:43.043Z,89.99,1072.0,1314.0
4926,8160-1,Cruncher Block & Racer X,2008.0,Racers,Racing,Speed Racer,Normal,Box,1.0,Retail,367.0,4.0,817.0,3.8,39.99,1.0,76.95,2012-10-10T05:31:35.133Z,39.99,818.0,504.0
4927,8161-1,Grand Prix Race,2008.0,Racers,Racing,Speed Racer,Normal,Box,2.0,Retail,595.0,7.0,999.0,4.0,59.99,1.0,285.0,2012-10-10T05:31:47.757Z,59.99,1004.0,694.0
4928,8162-1,Race Rig,2009.0,Racers,Racing,Power Racers,Normal,Box,1.0,Retail,104.0,,744.0,0.0,12.99,1.0,10.0,2012-10-11T05:10:25.473Z,12.99,746.0,197.0
4934,8168-1,Ferrari Victory,2009.0,Racers,Racing,Ferrari,Normal,Box,1.0,Retail,202.0,3.0,939.0,3.7,19.99,2.0,125.0,2012-10-09T05:17:50.11Z,19.99,943.0,695.0
4939,8186-1,Street Extreme,2009.0,Racers,Racing,Tiny Turbos,Normal,Box,2.0,Retail,757.0,,464.0,0.0,69.99,1.0,157.0,2012-10-11T05:12:40.72Z,69.99,464.0,561.0
4941,8189-1,Magma Mech,2010.0,Power Miners,Action/Adventure,,Normal,Box,2.0,Retail,183.0,2.0,3452.0,4.1,19.99,4.0,40.0,2009-11-15T16:23:40.31Z,19.99,3462.0,1114.0
4942,8190-1,Claw Catcher,2010.0,Power Miners,Action/Adventure,,Normal,Box,2.0,Retail,259.0,2.0,2107.0,4.2,34.99,1.0,86.4,2009-12-28T14:11:09.28Z,34.99,2111.0,1206.0
4944,8192-1,Lime Racer,2010.0,Racers,Racing,Tiny Turbos,Normal,Canister,1.0,Retail,44.0,,1714.0,3.7,5.99,1.0,7.3361,2012-10-09T05:14:08.113Z,5.99,1718.0,289.0
4945,8193-1,Blue Bullet,2010.0,Racers,Racing,Tiny Turbos,Normal,Canister,1.0,Retail,50.0,,2254.0,3.9,5.99,2.0,7.3361,2012-10-09T05:14:23.167Z,5.99,2257.0,384.0
4946,8194-1,Nitro Muscle,2010.0,Racers,Racing,Tiny Turbos,Normal,Canister,1.0,Retail,47.0,,1856.0,3.3,5.99,3.0,7.3361,2012-10-09T05:14:37.037Z,5.99,1856.0,352.0
4947,8195-1,Turbo Tow,2010.0,Racers,Racing,Tiny Turbos,Normal,Canister,1.0,Retail,43.0,,1881.0,3.6,5.99,1.0,7.3361,2021-03-13T09:01:30.397Z,5.99,1883.0,296.0
4951,8199-1,Security Smash,2010.0,Racers,Racing,Tiny Turbos,Normal,Box,1.0,Retail,135.0,,1102.0,4.0,14.99,2.0,29.98,2012-10-09T05:16:05.54Z,14.99,1102.0,386.0
4952,8200-1,Radiator Springs Lightning McQueen,2011.0,Cars,Licensed,Original Film,Normal,Box,2.0,{Not specified},35.0,1.0,4897.0,3.4,6.99,3.0,35.0,2021-03-30T12:28:46.9Z,6.99,4915.0,639.0
4953,8201-1,Radiator Springs Classic Mater,2011.0,Cars,Licensed,Original Film,Normal,Box,2.0,Retail,52.0,,5648.0,3.7,6.99,8.0,35.0,2021-03-30T12:28:51.66Z,6.99,5665.0,708.0
4956,8214-1,Lamborghini Polizia,2010.0,Racers,Racing,Lamborghini,Normal,Box,4.0,Retail,801.0,,1403.0,4.6,59.99,1.0,229.99,2012-10-09T05:16:37.747Z,59.99,1403.0,1152.0
4961,8258-1,Crane Truck,2009.0,Technic,Technical,,Normal,Box,13.0,Retail,1877.0,,5090.0,4.4,149.99,1.0,480.0,2018-04-25T16:21:00.38Z,149.99,5093.0,3078.0
4962,8259-1,Mini Bulldozer,2009.0,Technic,Technical,,Normal,Box,3.0,Retail,165.0,,3354.0,3.7,9.99,2.0,24.5,2012-10-07T23:45:47.343Z,9.99,3359.0,664.0
4967,8264-1,Hauler,2009.0,Technic,Technical,,Normal,Box,6.0,Retail,575.0,,2875.0,3.7,69.99,1.0,127.5539,2012-10-07T23:47:01.64Z,69.99,2877.0,1466.0
4968,8265-1,Front Loader,2009.0,Technic,Technical,,Normal,Box,7.0,Retail,1061.0,,3708.0,4.3,79.99,1.0,175.0,2012-10-07T23:47:17.24Z,79.99,3710.0,2070.0
4971,8272-1,Snowmobile,2007.0,Technic,Technical,,Normal,Box,3.0,Retail,331.0,,2044.0,3.8,29.99,1.0,67.1902,2012-10-07T23:48:02.717Z,29.99,2045.0,881.0
4978,8289-1,Fire Truck,2006.0,Technic,Technical,,Normal,Box,6.0,Retail,1035.0,,1704.0,3.9,74.99,2.0,131.76,2018-12-06T21:00:01.847Z,74.99,1707.0,1151.0
4981,8292-1,Cherry Picker,2008.0,Technic,Technical,,Normal,Box,4.0,Retail,726.0,,2652.0,3.9,59.99,1.0,239.95,2012-10-07T23:52:07.84Z,59.99,2653.0,1448.0
4982,8293-1,LEGO® Power Functions Motor Set,2008.0,Power Functions,Technical,Technic,Normal,Box,1.0,Retail,10.0,,8085.0,3.9,29.99,20.0,65.0,2018-02-18T19:25:34.323Z,29.99,8090.0,523.0
4983,8294-1,Excavator,2008.0,Technic,Technical,,Normal,Box,5.0,Retail,720.0,,2915.0,4.1,59.99,1.0,188.88,2012-10-07T23:53:40.653Z,59.99,2918.0,1417.0
4984,8295-1,Telescopic Handler,2008.0,Technic,Technical,,Normal,Box,7.0,Retail,1182.0,,2331.0,3.6,89.99,1.0,167.9755,2012-10-07T23:54:33.327Z,89.99,2332.0,1363.0
4987,8301-1,Urban Enforcer,2011.0,Racers,Racing,Tiny Turbos,Normal,Canister,1.0,Retail,45.0,,1872.0,3.6,5.99,1.0,9.99,2018-03-24T23:27:37.35Z,5.99,1876.0,343.0
4988,8302-1,Rod Rider,2011.0,Racers,Racing,Tiny Turbos,Normal,Canister,1.0,Retail,48.0,,1956.0,3.7,5.99,1.0,9.99,2012-10-09T05:11:55.037Z,5.99,1960.0,336.0
4990,8304-1,Smokin' Slickster,2011.0,Racers,Racing,Tiny Turbos,Normal,Canister,1.0,Retail,44.0,,1453.0,3.9,5.99,2.0,8.0,2018-03-25T16:24:56.66Z,5.99,1455.0,291.0
4991,8396-1,Soldier's Arsenal,2009.0,Pirates,Historical,,Normal,Box,2.0,Retail,17.0,1.0,5171.0,3.9,3.49,4.0,14.8087,2008-11-10T20:32:12.747Z,3.49,5180.0,1246.0
4992,8397-1,Pirate Survival,2009.0,Pirates,Historical,,Normal,Box,2.0,Retail,16.0,1.0,5461.0,3.5,3.49,5.0,18.0,2008-11-10T20:32:14.653Z,3.49,5468.0,1216.0
4993,8398-1,BBQ Stand,2009.0,City,Modern day,General,Normal,Box,2.0,Retail,22.0,1.0,8413.0,4.0,3.49,3.0,11.0,2013-06-26T15:39:13.29Z,3.49,8433.0,2347.0
4994,8399-1,K-9 Bot,2009.0,Space,Action/Adventure,Space Police 3,Normal,Box,2.0,Retail,22.0,1.0,3523.0,3.8,3.49,2.0,12.967,2012-10-13T03:28:32.42Z,3.49,3533.0,1443.0
4995,8400-1,Space Speeder,2009.0,Space,Action/Adventure,Space Police 3,Normal,Box,2.0,Retail,14.0,1.0,3301.0,3.2,3.49,4.0,9.6326,2012-10-13T03:28:46.223Z,3.49,3305.0,931.0
4996,8401-1,City Minifigure Collection,2009.0,City,Modern day,Town,Normal,Box,2.0,Retail,60.0,4.0,8925.0,3.9,9.99,4.0,15.0,2023-01-31T09:47:42.52Z,9.99,8939.0,1881.0
4997,8402-1,Sports Car,2009.0,City,Modern day,Traffic,Normal,Box,1.0,Retail,68.0,1.0,9473.0,4.0,9.99,2.0,9.0,2009-04-25T08:03:01.17Z,9.99,9489.0,1663.0
4998,8403-1,City House,2010.0,City,Modern day,Town,Normal,Box,2.0,Retail - limited,383.0,3.0,3782.0,4.2,39.99,1.0,95.0,2023-01-31T10:14:09.76Z,39.99,3785.0,3930.0
4999,8404-1,Public Transport Station,2010.0,City,Modern day,Town,Normal,Box,10.0,Retail,864.0,6.0,4908.0,4.3,99.99,1.0,159.0,2023-01-31T10:57:35.33Z,99.99,4914.0,4801.0
5000,8409-1,Spidermonkey,2010.0,Ben 10: Alien Force,Constraction,,Normal,Box,3.0,Retail,21.0,,989.0,3.1,14.99,1.0,45.0,2023-02-05T09:47:08.227Z,14.99,990.0,359.0
5003,8416-1,Fork-Lift,2005.0,Technic,Technical,,Normal,Box,3.0,Retail,729.0,,1490.0,3.9,69.99,1.0,169.6085,2018-01-11T04:57:52.28Z,69.99,1490.0,1031.0
5006,8424-1,Mater's Spy Zone,2011.0,Cars,Licensed,Cars 2,Normal,Box,2.0,{Not specified},114.0,1.0,3000.0,3.1,14.99,2.0,30.0,2016-05-18T14:13:15.76Z,14.99,3010.0,590.0
5007,8426-1,Escape at Sea,2011.0,Cars,Licensed,Cars 2,Normal,Box,1.0,{Not specified},159.0,3.0,2816.0,3.4,19.99,4.0,45.99,2016-05-18T14:09:17.577Z,19.99,2826.0,651.0
